Código;Descrição;Cor;Grade;Preço Venda
488338;JAQUETA INFANTIL NYLON DET ZIPER C/ CINTO;003-VERMELHO;02/04/06/08/10/12/14/Erro/01/16/18/3/6;259,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471147;SAPATO BICO FINO NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
471457;SANDALIA EM VERNIZ TIRA SALTO FINO MEDIO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
471457;SANDALIA EM VERNIZ TIRA SALTO FINO MEDIO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
471457;SANDALIA EM VERNIZ TIRA SALTO FINO MEDIO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
476149;SANDALIA FEM.TIRA CONFORT DET SALTO BOLA;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;149,9
477333;SANDALIA TIRA LARGA EM VERNIZ SALTO ALTO;051-PRETO VERNIZ;34/35/36/37/38/39/40/41/42/33/Erro;129,9
477333;SANDALIA TIRA LARGA EM VERNIZ SALTO ALTO;053-BEGE VERNIZ;34/35/36/37/38/39/40/41/42/33/Erro;129,9
477333;SANDALIA TIRA LARGA EM VERNIZ SALTO ALTO;051-PRETO VERNIZ;34/35/36/37/38/39/40/41/42/33/Erro;129,9
477333;SANDALIA TIRA LARGA EM VERNIZ SALTO ALTO;053-BEGE VERNIZ;34/35/36/37/38/39/40/41/42/33/Erro;129,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479774;SANDALIA NAPA TOP SALTO MEDIO GROSSO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479775;SANDALIA EM VERNIZ SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
479778;SANDALIA RASTEIRA ATANADO CORRENTE METAL;010-VERDE;34/35/36/37/38/39/40/41/42/33/Erro;119,9
483418;SANDALIA RASTEIRA TIRINHAS STRASS METALIZADA;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;110
483418;SANDALIA RASTEIRA TIRINHAS STRASS METALIZADA;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;110
483495;SANDALIA RASTEIRA METALIZADA TIRAS TRANSPARENTE SPIKE;007-AZUL;34/35/36/37/38/39/40/41/42/33/Erro;99,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484288;SANDALIA TAMANCO TIRAS FINA NAPA SALTO GROSSO QUADRADO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
484289;TAMANCO TIRAS BICO QUAD. FINA SALTO METALIZADA GROSSO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
484289;TAMANCO TIRAS BICO QUAD. FINA SALTO METALIZADA GROSSO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
484289;TAMANCO TIRAS BICO QUAD. FINA SALTO METALIZADA GROSSO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
484289;TAMANCO TIRAS BICO QUAD. FINA SALTO METALIZADA GROSSO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
484289;TAMANCO TIRAS BICO QUAD. FINA SALTO METALIZADA GROSSO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
484289;TAMANCO TIRAS BICO QUAD. FINA SALTO METALIZADA GROSSO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
484289;TAMANCO TIRAS BICO QUAD. FINA SALTO METALIZADA GROSSO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
485024;BOTA CANO ALTO ZIPER PASSANTE FV.SALTO MEDIO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
485567;SANDALIA NAPA TIRA FININHA SALTO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;149,9
485567;SANDALIA NAPA TIRA FININHA SALTO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;149,9
485583;SANDALIA NAPA TIRA FININHA AMARRACAO PESPONTADA;011-ROXO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
485626;SANDALIA TIRAS AMARRACAO NAPA;011-ROXO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
485753;SCARPIN SALTO BLOCO USAFLEX;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
486462;SANDALIA RASTEIRA NAPA TIRA LARGA TRANSPARENTE;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;69,9
489538;SAPATO ATANADO SCARPIN BICO FINO SALTO ALTO FINO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
489538;SAPATO ATANADO SCARPIN BICO FINO SALTO ALTO FINO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;179,9
489539;SAPATO SCARPIN ATANADO SALTO FINO MEDIO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
489539;SAPATO SCARPIN ATANADO SALTO FINO MEDIO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;006-LARANJA;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;007-AZUL;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;010-VERDE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;006-LARANJA;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489542;TAMANCO ABERTO FRENTE NAPA SALTO FINO BAIXO;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
489560;SANDALIA EM COURO VAZADA SALTO BAIXO FINO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;279,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;279,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;279,9
490051;TENIS CONFORT COM ELASTANO DET PRESPONTO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;279,9
490248;SANDALIA VERNIZ SALTO ALTO GROSSO MEIA PATA;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
490250;SANDALIA NAPA SALTO GROSSO LARGO MEIA PATA AMARRACAO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;259,9
490250;SANDALIA NAPA SALTO GROSSO LARGO MEIA PATA AMARRACAO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;259,9
490285;SANDALIA RASTEIRA NAPA TIRA VAZADA PESPONTO;005-ROSA;34/35/36/37/38/39/40/41/42/33/Erro;59,9
490287;SANDALIA RASTEIRA NAPA TIRA FINA ARCO CORDAO;010-VERDE;34/35/36/37/38/39/40/41/42/33/Erro;59,9
490339;SANDALIA PAPETE NAPA  TIRINHAS CRUZADAS NOZINHOS;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;179,9
490353;SANDALIA FEM PAPETE NAPA TIRA TRANCADA AMARRACAO PERNA;011-ROXO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
490358;SANDALIA TIRA CRUZADA NOZINHO NAPA AMARRA PERNA;010-VERDE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
490594;SANDALIA METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490594;SANDALIA METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
490595;SANDALIA METALIZADA TIRA SALTO FINO MEDIO;013-PRATA;34/35/36/37/38/39/40/41/42/33/Erro;169,9
490974;SANDALIA NAPA TIRA FINA AMARRACAO SALTO FINO;010-VERDE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
490978;SANDALIA TAMANCO METALIZADA SALTO BLOCO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
491351;SANDALIA RASTEIRA TIRINHA STRASS COLOR;010-VERDE;34/35/36/37/38/39/40/41/42/33/Erro;119,9
491352;SANDALIA RASTEIRA METALIZADA TIRAS PEDRARIA;013-PRATA;34/35/36/37/38/39/40/41/42/33/Erro;129,9
491363;SANDALIA VERNIZ TIRAS SALTO BAIXO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;110
491373;SANDALIA TAMANCO VERNIZ TIRAS TRICOLOR SLT BAIXO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;99,9
491472;TENIS EM TECIDO TELNHA FURINHO COM CARDACO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;149,9
491472;TENIS EM TECIDO TELNHA FURINHO COM CARDACO;001-BRANCO;34/35/36/37/38/39/40/41/42/33/Erro;149,9
491472;TENIS EM TECIDO TELNHA FURINHO COM CARDACO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;149,9
491473;TENIS EM TECIDO FECHADO CONFORT;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
491473;TENIS EM TECIDO FECHADO CONFORT;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
491473;TENIS EM TECIDO FECHADO CONFORT;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
491518;SANDALIA METALIZADA ANABELA TIRAS;013-PRATA;34/35/36/37/38/39/40/41/42/33/Erro;189,9
491579;TENIS TRICOT COM CADACO;012-CINZA;34/35/36/37/38/39/40/41/42/33/Erro;189,9
491579;TENIS TRICOT COM CADACO;012-CINZA;34/35/36/37/38/39/40/41/42/33/Erro;189,9
493374;SANDALIA COM SALTO EM COURO TIRAS TRANÇADAS;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;159,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493375;SANDALIA COM SALTO GROSSO MEDIO DET RECORTES;022-VINHO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
493396;TAMANCO ABERTO FRENTE METALIZADO SALTO FINO BAIXO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
493396;TAMANCO ABERTO FRENTE METALIZADO SALTO FINO BAIXO;013-PRATA;34/35/36/37/38/39/40/41/42/33/Erro;169,9
494149;SANDALIA NAPA TIRAS SALTO ALTO;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
494149;SANDALIA NAPA TIRAS SALTO ALTO;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;169,9
494151;SANDALIA NAPA TIRAS LARGA SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
494151;SANDALIA NAPA TIRAS LARGA SALTO BLOCO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
494153;SANDALIA TAMANCO NAPA TIRA LARGA SALTO QUADRADO;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;159,9
494153;SANDALIA TAMANCO NAPA TIRA LARGA SALTO QUADRADO;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;159,9
494154;SANDALIA TAMANCO VERNIZ TIRINHAS SALTO BAIXO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;149,9
494154;SANDALIA TAMANCO VERNIZ TIRINHAS SALTO BAIXO;048-ROSÊ;34/35/36/37/38/39/40/41/42/33/Erro;149,9
494157;SANDALIA TAMANCO TIRA EM VERNIZ SALTO BLOCO;006-LARANJA;34/35/36/37/38/39/40/41/42/33/Erro;149,9
494157;SANDALIA TAMANCO TIRA EM VERNIZ SALTO BLOCO;006-LARANJA;34/35/36/37/38/39/40/41/42/33/Erro;149,9
494157;SANDALIA TAMANCO TIRA EM VERNIZ SALTO BLOCO;006-LARANJA;34/35/36/37/38/39/40/41/42/33/Erro;149,9
494218;SANDALIA RASTEIRA METALIZADA DET TIRA TRANCADA;013-PRATA;34/35/36/37/38/39/40/41/42/33/Erro;59,9
494438;BOTA COTURNO SALTO BLOCO ZIPER LATERAL;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
494438;BOTA COTURNO SALTO BLOCO ZIPER LATERAL;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
494438;BOTA COTURNO SALTO BLOCO ZIPER LATERAL;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
495627;SANDALIA NAPA TIRA STRASS SALTO TACA;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;149,9
495633;SANDALIA METALIZADA TIRA AMARRACAO SALTO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;139,9
495633;SANDALIA METALIZADA TIRA AMARRACAO SALTO QUADRADO;013-PRATA;34/35/36/37/38/39/40/41/42/33/Erro;139,9
495633;SANDALIA METALIZADA TIRA AMARRACAO SALTO QUADRADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;139,9
495783;SAPATILHA NAPA BICO FINO DETALHE STRASS;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;149,9
495783;SAPATILHA NAPA BICO FINO DETALHE STRASS;047-MARFIM;34/35/36/37/38/39/40/41/42/33/Erro;149,9
495787;SANDALIA TAMANCO NAPA RECORTES VAZADO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
495787;SANDALIA TAMANCO NAPA RECORTES VAZADO;003-VERMELHO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
495787;SANDALIA TAMANCO NAPA RECORTES VAZADO;004-AMARELO;34/35/36/37/38/39/40/41/42/33/Erro;159,9
495787;SANDALIA TAMANCO NAPA RECORTES VAZADO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;159,9
495787;SANDALIA TAMANCO NAPA RECORTES VAZADO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;159,9
495788;SANDALIA TAMANCO METALIZADO RECORTES VAZADO;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;169,9
495790;SANDALIA METALIZADA  SALTO GROSSO MEDIO DET RECORTES;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
495790;SANDALIA METALIZADA  SALTO GROSSO MEDIO DET RECORTES;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
495790;SANDALIA METALIZADA  SALTO GROSSO MEDIO DET RECORTES;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
495790;SANDALIA METALIZADA  SALTO GROSSO MEDIO DET RECORTES;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
495790;SANDALIA METALIZADA  SALTO GROSSO MEDIO DET RECORTES;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
495790;SANDALIA METALIZADA  SALTO GROSSO MEDIO DET RECORTES;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
495791;SANDALIA NAPA BICOLOR PESPONTADO SALTO BAIXO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;179,9
495794;SANDALIA NAPA DETALHE PESPONTADO SALTO QUADRADO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496147;SANDALIA NAPA TIRINHAS STRASS SALTO FINO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
496147;SANDALIA NAPA TIRINHAS STRASS SALTO FINO;008-BEGE;34/35/36/37/38/39/40/41/42/33/Erro;169,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496564;BOTA CANO BAIXO DET FIVELA SALTO QUADRADO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;179,9
496565;BOTA COTURNO MONTARIA SALTO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;189,9
496566;BOTA CANO BAIXO PESPONTADA ZIPER LATERAL;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
496566;BOTA CANO BAIXO PESPONTADA ZIPER LATERAL;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
496566;BOTA CANO BAIXO PESPONTADA ZIPER LATERAL;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497125;SANDALIA RASTEIRA METALIZADA TIRA DETALHE STRASS;014-OURO;34/35/36/37/38/39/40/41/42/33/Erro;59,9
497442;BOTA CANO ALTO ZIPER LATERAL FIVELA DET ELASTICO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497442;BOTA CANO ALTO ZIPER LATERAL FIVELA DET ELASTICO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497443;BOTA CANO ALTO FIVELA ZIPER SALTO RASTEIRA;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
497577;SAPATILHA BICO QUADRADO CANEL;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497577;SAPATILHA BICO QUADRADO CANEL;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497577;SAPATILHA BICO QUADRADO CANEL;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497577;SAPATILHA BICO QUADRADO CANEL;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497577;SAPATILHA BICO QUADRADO CANEL;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;219,9
497579;SAPATILHA SALTO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
497579;SAPATILHA SALTO BAIXO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
497579;SAPATILHA SALTO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
497579;SAPATILHA SALTO BAIXO;009-MARROM;34/35/36/37/38/39/40/41/42/33/Erro;199,9
497579;SAPATILHA SALTO BAIXO;002-PRETO;34/35/36/37/38/39/40/41/42/33/Erro;199,9
